criticality_rank,nearest_pharmacy_id,n_grid_squares,population_served,mean_dist_to_1st_km,mean_dist_to_2nd_km,mean_extra_distance_km,max_extra_distance_km,person_km_impact,namn,kommun,lan,lat,long
632,523,6,11551,1.0623982834962782,1.378796985329433,0.31639870183315477,0.5808887907668545,3654.721404874771,"Kronans Apotek Jönköping, Rosenlunds vårdcentrum",Jönköpings kommun,Jönköpings,57.7781727382141,14.206991122793989
633,895,11,14880,1.4484237998205902,1.693997540634712,0.2455737408141218,0.46602723070424,3654.1372633141327,Apoteksgruppen Vänersborg,Vänersborgs kommun,Västra Götalands,58.37772920687256,12.330765708318634
634,190,3,6545,0.563323908440364,1.1200266814865152,0.5567027730461513,1.012260898454646,3643.619649587061,Apotek Hjärtat Västertorg Uppsala,Uppsala kommun,Uppsala,59.84080189545684,17.60190298962088
635,421,78,5791,1.8444745644032376,2.473211357716249,0.6287367933130116,1.0229370699857094,3641.01477007565,Apoteket Lokatten,Lindesbergs kommun,Örebro,59.60275326821904,15.216582719466016
636,35,100,9954,2.641314544236356,3.0069899750955567,0.36567543085920057,1.0932608790096632,3639.9332387724826,DOZ Apotek Västerås Råby,Västerås kommun,Västmanlands,59.62788162446116,16.606935719553366
637,1067,3,8492,0.9177536865681766,1.3452849527212902,0.42753126615311354,0.6356322713659434,3630.5955121722404,Kronans Apotek Vinsta,Stockholms kommun,Stockholms,59.36933952655292,17.858907478174842
638,662,22,5684,1.0971941863303332,1.7348659479583481,0.637671761628015,1.0243071841162195,3624.5262930936374,"Apoteksgruppen Gällivare, Norrskensgallerian",Gällivare kommun,Norrbottens,67.1347704309446,20.66157227252975
639,1041,4,12483,0.47356774458954415,0.7637383726136949,0.2901706280241507,0.6652421403851609,3622.1999496254734,Apotek A,Stockholms kommun,Stockholms,59.414897603225455,17.914067062145428
640,280,24,10057,1.160284828737531,1.520322555448356,0.3600377267108251,0.7212141723428183,3620.8994175307685,Apoteket Fyren,Värmdö kommun,Stockholms,59.3270675477446,18.391563034381058
641,227,1,8773,0.1406211897680147,0.5533257281569012,0.4127045383888865,0.4127045383888865,3620.656915285701,Apoteket Biet,Stockholms kommun,Stockholms,59.327992698778715,18.016854679384302
642,871,39,4087,1.7822400059336592,2.663830600211491,0.881590594277832,2.0016995519282395,3603.0607588134994,Apoteket Linblomman,Bollnäs kommun,Gävleborgs,61.353710759131246,16.361875349490056
643,960,88,7446,2.5194227168986423,2.9996565120639582,0.4802337951653156,0.6145256458259709,3575.8208388009402,Apotek Hjärtat ICA Maxi Hässleholm,Hässleholms kommun,Skåne,56.1644173350298,13.78098578386297
644,636,7,7732,0.9244310987479192,1.3857236794130146,0.4612925806650953,1.098488883976502,3566.714233702517,Apoteket Vargen,Karlstads kommun,Värmlands,59.37477321465091,13.480313212088976
645,1043,32,3467,3.027472188612149,4.054434812236592,1.0269626236244438,3.0273998249337604,3560.4794161059463,Apoteket Göteborgsvägen Borås,Borås kommun,Västra Götalands,57.71418572072061,12.866065924141413
646,679,5,9869,0.8071991946320322,1.1671797628224758,0.3599805681904436,1.00162019161372,3552.648227471488,Apotek Elinegård,Malmö kommun,Skåne,55.56822223865199,12.946397047876658
647,344,117,6309,4.091536667704745,4.65358265374157,0.5620459860368248,0.8705204417402799,3545.9481259063277,"Apoteksgruppen Kalix, Galleria Kalix",Kalix kommun,Norrbottens,65.85513015322445,23.139476770266377
648,862,46,8210,1.1194109759183855,1.55029835396863,0.4308873780502445,0.9117807441595989,3537.5853737925077,Kronans Apotek Öbacka,Härnösands kommun,Västernorrlands,62.63199597890361,17.957799365190063
649,891,2,8297,0.6288417847804818,1.054579290470519,0.42573750569003704,0.4917725424062443,3532.3440847102374,Apotek Wasa,Södertälje kommun,Stockholms,59.195710244931504,17.585757262252205
650,44,274,6961,8.096525104239143,8.60345653972012,0.5069314354809773,0.832795542922379,3528.749722383083,Apotek Hjärtat Sjukhuset Arvika,Arvika kommun,Värmlands,59.66510128919433,12.6151062904975
651,1139,114,8443,2.8704472188969534,3.2881508291901698,0.4177036102932163,0.5792421462218558,3526.671581705625,Apotek Hjärtat Sjukhuset Lidköping,Lidköpings kommun,Västra Götalands,58.497924205109925,13.152581437395911
652,1211,2,9826,0.5353075697322031,0.8924057801598926,0.3570982104276895,0.4182906129651768,3508.847015662477,"Apoteksgruppen Göteborg, Sjöporten",Göteborgs kommun,Västra Götalands,57.70120803253657,11.915877269420465
653,680,29,4619,3.246816327991499,4.00173644317907,0.7549201151875707,2.2992544667669175,3486.9760120513893,Kronans Apotek Kristianstad Härlöv,Kristianstads kommun,Skåne,56.025143573638864,14.117869710173801
654,840,163,7077,3.8259529204742777,4.316108075250918,0.49015515477664034,0.6846730497500451,3468.828030354284,Apotek Hjärtat Kullbergska Sjukhuset Katrineholm,Katrineholms kommun,Södermanlands,58.991094024864374,16.219905449850476
655,206,1,6235,0.20102624785828818,0.7550926707665176,0.5540664229082294,0.5540664229082294,3454.6041468328103,Apotek Hjärtat Olaus Petri Vårdcentral Örebro,Örebro kommun,Örebro,59.2806997622494,15.217499861777615
656,113,84,5740,1.6798112907273857,2.2811646876986886,0.6013533969713029,1.0229361568524382,3451.7684986152785,Apotek Hjärtat Kungsgatan Lindesberg,Lindesbergs kommun,Örebro,59.594193371727364,15.223187354440357
657,1172,205,5420,7.73619139727717,8.370422496751814,0.6342310994746448,1.1612803936273437,3437.5325591525752,Apotek Hjärtat Lövåsen,Katrineholms kommun,Södermanlands,59.001992700842116,16.22424277267709
658,66,3,7976,0.5276935045173871,0.9584032382103015,0.4307097336929144,0.5228597418184374,3435.340835934685,Apotek Hjärtat Gubbängen Enskede,Stockholms kommun,Stockholms,59.26219961420671,18.082991405167046
659,540,86,8946,2.489964817292054,2.8737845780206333,0.3838197607285793,0.7021291219299091,3433.6515794778707,Apoteket Snäckan,Ronneby kommun,Blekinge,56.20651073058445,15.270590270798458
660,11,41,11310,1.7130581843755552,2.0164787760926655,0.30342059171711033,0.5790569928802668,3431.686892320518,ICA Kvantum Hässleholm,Hässleholms kommun,Skåne,56.154789900898464,13.759813637883267
661,83,3,13236,0.5072731156274545,0.7656681411945576,0.25839502556710314,0.4574748619270227,3420.1165584061773,Apotek Hjärtat Halmstad,Halmstads kommun,Hallands,56.66869848396511,12.873406138718845
662,1325,98,2777,4.537582224946946,5.760538283472505,1.2229560585255597,2.315174889992913,3396.1489745254794,Apoteket Höör,Höörs kommun,Skåne,55.951121048956246,13.563722718143392
663,377,5,8226,1.2610589829500443,1.673835553581964,0.41277657063191964,0.6639782274840887,3395.500070018171,Apoteket Mölndals Sjukhus,Mölndals kommun,Västra Götalands,57.661257704245884,12.0121264247508
664,31,46,5447,2.282161430873656,2.9002190537044354,0.6180576228307791,0.8650410246568696,3366.5598715592537,ICA Kvantum Uddevalla,Uddevalla kommun,Västra Götalands,58.343350680036686,11.922776207741524
665,1243,11,7199,1.1446529644153123,1.6112283221040762,0.4665753576887637,0.6486441257984767,3358.87600000141,Kronans Apotek Borås Enedalsgatan,Borås kommun,Västra Götalands,57.71683074250888,12.963361182422227
666,222,27,7214,2.2702977941612352,2.7310768630907147,0.46077906892947895,0.9693913278411695,3324.060203257261,Apoteket Berguven,Halmstads kommun,Hallands,56.68149094680077,12.84649681073844
667,754,14,17660,1.7772451837282963,1.964292663055842,0.1870474793275456,0.26734743336250855,3303.258484924455,Kronans Apotek Lidingö Sjukhus,Lidingö kommun,Stockholms,59.35070261374586,18.150796540779467
668,367,102,5588,2.0102312369767867,2.6009171790554193,0.5906859420786327,1.1235100064599166,3300.7530443353994,"Apoteksgruppen Trosa, Högbergsgatan",Trosa kommun,Södermanlands,58.89631618028719,17.55001776121977
669,1205,2,6555,0.2821323654833487,0.783589026847146,0.5014566613637975,0.5078154720141512,3287.0484152396925,Västra Skogens Apotek,Solna kommun,Stockholms,59.347533751686534,18.003017740039837
670,1266,64,4221,6.181261826335952,6.959686170065412,0.7784243437294599,1.0020828276122336,3285.7291548820504,Apotek Hjärtat ICA Maxi Gnista Uppsala,Uppsala kommun,Uppsala,59.84321318512996,17.712943437941934
671,1317,12,6143,0.7803317553793342,1.3116239167980273,0.5312921614186931,0.5588837336063258,3263.7277475950314,Apoteket Gustavsbergs vårdcentral,Värmdö kommun,Stockholms,59.323226718054066,18.381314562431623
672,198,99,4691,2.543230382903229,3.2338702430979396,0.6906398601947106,0.8565727226628645,3239.7915841733875,Apotek Vårdcentralen Vråen Värnamo,Värnamo kommun,Jönköpings,57.18230215591679,14.067203700121553
673,1265,54,7392,2.7761573070479546,3.214093249129927,0.43793594208197256,0.6168818827167504,3237.2224838699412,Kronans Apotek Ronneby,Ronneby kommun,Blekinge,56.21048033284789,15.2794045595857
674,393,1,6658,0.31877384639470374,0.8006154786392788,0.4818416322445751,0.4818416322445751,3208.101587484381,Kronans Apotek Eskilstuna Sveaplan,Eskilstuna kommun,Södermanlands,59.366070999853996,16.5234502156696
675,501,31,19152,1.9668395732617077,2.1331283346042795,0.16628876134257173,0.23598486871659663,3184.762357232934,Apoteket Boo,Nacka kommun,Stockholms,59.328289385261115,18.259620165506302
676,1066,20,8646,1.2241295278351898,1.5908711416926855,0.36674161385749576,0.417499988141119,3170.847993411908,Kronans Apotek Willys Nyby,Uppsala kommun,Uppsala,59.88601943988287,17.660765987597937
677,1138,3,8468,0.2526548009745745,0.6249570435098836,0.37230224253530897,0.4644677933047422,3152.655389788996,Kronans Apotek Jakobsbergs Sjukhus,Järfälla kommun,Stockholms,59.42238645236697,17.845907911812215
678,855,2,7862,0.7431624113413563,1.1438643780759674,0.4007019667346111,0.4788722550821276,3150.3188624675126,Apotek Hjärtat Västerås Sjukhus,Västerås kommun,Västmanlands,59.617595611590886,16.580526723643203
679,158,3,4977,0.45603621222421853,1.0859538546377145,0.629917642413496,0.700229100644777,3135.1001062919695,Apotek Hjärtat Lasarettet Skellefteå,Skellefteå kommun,Västerbottens,64.75603207372033,20.94307529286792
680,1110,3,6689,0.5230503464167661,0.9903863733675923,0.46733602695082616,0.6720517655438863,3126.010684274076,Kronans Apotek Norrköping Skarphagen,Norrköpings kommun,Östergötlands,58.57729713926444,16.15789237747099
681,1365,30,3914,1.3489463082082942,2.1423684934359843,0.7934221852276903,1.1151003540255497,3105.4544329811797,Apotek Hjärtat ICA Kvantum Trosa,Trosa kommun,Södermanlands,58.90641099088983,17.551143915179864
682,1402,2,4548,0.5154384172383032,1.19671004893178,0.6812716316934768,0.8556099980402476,3098.4233809419325,Limhamn Apotek,Malmö kommun,Skåne,55.57394453729634,12.93126587954027
683,655,1,24056,0.23854722266477416,0.36696992127015793,0.12842269860538377,0.12842269860538377,3089.336437651112,Apoteket Västermalm,Stockholms kommun,Stockholms,59.33483835871969,18.032025307186206
684,794,33,2938,1.9994076561293996,3.039131472140528,1.0397238160111282,1.3739502204644256,3054.7085714406944,Kronans Apotek Strömstad,Strömstads kommun,Västra Götalands,58.93859942636146,11.17080332048992
685,362,33,5332,2.1333443358284585,2.703966361118501,0.5706220252900428,1.4224000146777336,3042.556638846508,"Apoteksgruppen Sigtuna, Stora gatan",Sigtuna kommun,Stockholms,59.61567075637763,17.719815861871343
686,584,17,15143,2.1804157342999053,2.3806998766788854,0.20028414237897954,0.6245943009094226,3032.902768044887,Apoteket Svea,Trelleborgs kommun,Skåne,55.37437431956958,13.157925429106973
687,1113,83,6248,2.03771613620795,2.5182762219010533,0.4805600856931037,0.7014447970491373,3002.539415410512,DOZ Apotek Hedemora,Hedemora kommun,Dalarnas,60.27792122465223,15.985014713429498
688,17,129,6534,4.148419177336724,4.607042530945028,0.45862335360830436,1.4222739779835594,2996.6449924766607,ICA Kvantum Ekängen,Eskilstuna kommun,Södermanlands,59.372919070028004,16.556580254850537
689,632,9,8365,0.9730616231524829,1.3295461012024865,0.3564844780500036,0.5139229990204439,2981.99265888828,"Apoteksgruppen Sollentuna, Rotebro",Sollentuna kommun,Stockholms,59.475588256099584,17.913591529004798
690,458,7,3918,0.9331290514410985,1.6854447563743746,0.7523157049332762,1.1424271515025406,2947.572931928576,Apoteket Måsen,Varbergs kommun,Hallands,57.099557389169625,12.277100019165184
691,1289,43,5614,1.4580342538256599,1.9811134991676442,0.5230792453419842,1.1436445504988972,2936.5668833499,Apotek Hjärtat ICA Maxi Nynäshamn,Nynäshamns kommun,Stockholms,58.91314134933747,17.955994872295157
692,989,10,10515,2.2844309918287715,2.561239977592073,0.27680898576330176,0.38926624523722214,2910.646485301118,Kronans Apotek Norrköping Nya Torget,Norrköpings kommun,Östergötlands,58.59129843357124,16.191507024472536
693,1107,126,7567,3.299560462532301,3.6834937807170953,0.38393331818479437,0.6806313601343117,2905.223418704339,Kronans Apotek Kristinehamn,Kristinehamns kommun,Värmlands,59.312814365993624,14.101287622059177
694,1142,35,9916,2.6400026534162686,2.929915154549319,0.28991250113305056,0.4418826771602298,2874.7723612353293,Kronans Apotek Lokstallarna,Falkenbergs kommun,Hallands,56.903519185361105,12.483640290700942
695,588,1,5320,0.03853826939643369,0.5718914639917917,0.533353194595358,0.533353194595358,2837.438995247305,Kronans Apotek Eriksbergs Köpcenter,Göteborgs kommun,Västra Götalands,57.70903202321213,11.920484307310794
696,1294,78,9155,4.856081382455685,5.16567767303638,0.3095962905806951,0.4788397054485447,2834.354040266264,Apotek Hjärtat ICA Maxi Sandviken,Sandvikens kommun,Gävleborgs,60.62389595059569,16.772600452981393
697,1297,36,4256,3.2077731017198596,3.861134720242692,0.6533616185228324,1.5536980808753453,2780.7070484331744,Apoteket Avion Umeå,Umeå kommun,Västerbottens,63.80642332783368,20.254562953871424
698,1374,88,8826,5.230088625323205,5.544759435510276,0.31467081018707055,0.5023439610989828,2777.2845707110846,Apoteket Midgårdsgatan Höganäs,Höganäs kommun,Skåne,56.202121903986196,12.567559928547523
699,595,78,14999,1.9740025792328626,2.157630131553122,0.1836275523202593,0.26650850515630076,2754.2296572515693,"Kronans Apotek Växjö, Vårdcentralen Teleborg",Växjö kommun,Kronobergs,56.85530682284654,14.819852617552476
700,433,43,8021,2.8018744634536765,3.1443842483395126,0.3425097848858362,0.4289171409177488,2747.2709845692925,Apoteket Kungälvs Sjukhus,Kungälvs kommun,Västra Götalands,57.878178320704635,11.968707121291033
701,684,156,4488,7.029133075600561,7.640389077476099,0.6112560018755383,0.80420253797989,2743.316936417416,Apoteket Örnen,Tierps kommun,Uppsala,60.33668963493548,17.514614217891268
702,1059,79,3518,2.5339918369610777,3.313691769156483,0.7796999321954051,1.2111061019158074,2742.984361463435,Apotek Hjärtat ICA Maxi Kristinehamn,Kristinehamns kommun,Värmlands,59.31165180980743,14.128457348320332
703,1144,200,6102,5.425219823761531,5.874330525803444,0.4491107020419127,0.6608033864390794,2740.4735038597514,Kronans Apotek Säffle 45:an Köpcentrum,Säffle kommun,Värmlands,59.1348694765809,12.919279407991837
704,1382,79,3608,3.608051242223976,4.362563473552993,0.7545122313290169,1.2670873689790811,2722.280130635093,Apoteksgruppen Gnesta Stopp Köpcentrum,Gnesta kommun,Södermanlands,59.039940534606814,17.32650501978563
705,29,4,8868,0.702004395681563,1.008891832446166,0.3068874367646029,0.9682618325980744,2721.4777892284983,ICA Kvantum Västerås,Västerås kommun,Västmanlands,59.63723978871193,16.544963728716475
706,1257,48,9124,2.4660736647090697,2.7630494508862204,0.29697578617715115,0.6040128600730028,2709.607073080327,ICA Kvantum Landskrona,Landskrona kommun,Skåne,55.87941580674957,12.855920818711517
707,908,28,5177,1.749562039982929,2.270678572035833,0.5211165320529045,1.359225205352036,2697.820286437887,Apoteket Bärnstenen,Vellinge kommun,Skåne,55.4264486299742,12.96624924042839
708,1244,82,6816,2.98745670032678,3.381149477892411,0.3936927775656316,0.6940039408149117,2683.409971887345,Kronans Apotek Kävlinge,Kävlinge kommun,Skåne,55.79680375534094,13.113653088871354
709,857,64,8482,2.7259464397400284,3.0411497735389967,0.3152033337989685,0.38943793165716567,2673.5546772828507,Apotek Hjärtat Ängelholms Sjukhus,Ängelholms kommun,Skåne,56.239344238016514,12.860537772397878
710,531,54,14196,1.8674436893597144,2.054352277549482,0.18690858818976763,0.2675569519177107,2653.354317941941,Apoteket Sjöhästen,Haninge kommun,Stockholms,59.123163425768325,18.105807990758617
711,12,61,8747,1.9278724243765688,2.22959745897561,0.30172503459904104,0.44935476605314983,2639.188877637812,ICA Kvantum Åhus,Kristianstads kommun,Skåne,55.928650798471125,14.295237944631191
712,633,30,5861,1.154505389070278,1.602555671155541,0.44805028208526304,0.7100914558554705,2626.022703301727,Apoteket Vallonen,Finspångs kommun,Östergötlands,58.70615740329434,15.770897805790296
713,1330,65,10505,2.990356767839898,3.237586348784441,0.24722958094454264,0.4141696571233562,2597.1467478224204,Apoteket Ersboda Umeå,Umeå kommun,Västerbottens,63.85442356452458,20.30130861995621
714,557,2,19088,0.1921007390212133,0.32798041971268893,0.13587968069147563,0.13604918157030874,2593.671345038887,Apoteket Storken,Stockholms kommun,Stockholms,59.334200470119015,18.087108046684516
715,212,13,5163,0.9007081572773064,1.396225939389759,0.4955177821124527,0.7998045103797349,2558.358309046593,"Apoteksgruppen Örebro, Adolfsberg",Örebro kommun,Örebro,59.239068747743175,15.16069123580101
716,1037,2,11002,0.7861836372574815,1.0174278085283708,0.23124417127088917,0.3590258278722962,2544.1483723223228,Din Apotekare BroApoteket,Stockholms kommun,Stockholms,59.32520111162203,18.0070065574241
717,1237,1,10347,0.40191292338783985,0.6474069875917916,0.24549406420395167,0.2454940642039517,2540.127082318288,Apoteksgruppen Eklandagatan Göteborg,Göteborgs kommun,Västra Götalands,57.68712283503035,11.986300612754743
718,763,80,6254,2.5722828110454814,2.9769988041894373,0.4047159931439562,0.7545512588788519,2531.093821122302,Kronans Apotek Ludvika Lasarett,Ludvika kommun,Dalarnas,60.15587153175883,15.204341053809589
719,8,1,4696,0.42865375574585096,0.9617910835442122,0.5331373277983611,0.5331373277983611,2503.6128913411035,ICA Kvantum Sannegården,Göteborgs kommun,Västra Götalands,57.70971677063665,11.929426972587306
720,664,2,12507,0.5847755228092903,0.7841958032801387,0.19942028047084834,0.2529278561946652,2494.1494478489003,Apoteket Älgen,Örebro kommun,Örebro,59.275886241631454,15.206520238904892
721,151,165,5789,7.013178066774251,7.44192297517839,0.4287449084041384,0.6686431503380117,2482.004274751557,Apotek Hjärtat Sjukhuset Oskarshamn,Oskarshamns kommun,Kalmar,57.26369556967991,16.422598136254614
722,270,2,7547,0.7393766513305523,1.0676458239726156,0.32826917264206346,0.38985144000720284,2477.447445929653,Apoteket Fasanen,Norrköpings kommun,Östergötlands,58.57085364050761,16.17016243130912
723,1170,84,8431,3.5826607202868166,3.8757108178150323,0.2930500975282156,0.3445215006347082,2470.7053722603855,ICA Kvantum Knivsta,Knivsta kommun,Uppsala,59.730439752291275,17.787553686907966
724,26,135,6061,3.29833988105624,3.705033390902121,0.4066935098458814,1.1747560784497608,2464.969363175887,ICA Kvantum Strömstad,Strömstads kommun,Västra Götalands,58.93586168851848,11.194376808892612
725,1364,2,9916,0.5602758600708492,0.8072944361652554,0.24701857609440625,0.3356434629616173,2449.4362005521325,LloydsApotek Malmö Stadion,Malmö kommun,Skåne,55.580118064653064,12.990629006190803
726,476,86,11893,2.8808947583409,3.084246648687172,0.20335189034627207,0.32277200650034077,2418.464031888214,LloydsApotek Enköping Östra Ringgatan,Enköpings kommun,Uppsala,59.633002463267744,17.081799683403418
727,405,96,10125,1.8114555130062098,2.049876617530458,0.23842110452424836,0.25800153429904604,2414.0136833080146,Apoteket Lejonet,Västerviks kommun,Kalmar,57.75530216610842,16.636407350843946
728,1213,97,8044,4.05502474397162,4.3551215772821905,0.3000968333105709,0.5869065168051648,2413.9789271502323,Kronans Apotek Norra Backa Ikano,Borlänge kommun,Dalarnas,60.47843858943795,15.418918633331899
729,559,61,3678,5.8914378767942095,6.543822825915822,0.6523849491216132,1.08101572599154,2399.471842869293,Apoteket Strandskatan,Gotlands kommun,Gotlands,57.64800124557597,18.300699423381666
730,126,6,7406,0.8996859835728866,1.2232043074978816,0.3235183239249947,0.4076262267836887,2395.9767069885106,Apotek Hjärtat Nova Lund,Lunds kommun,Skåne,55.713900063093654,13.159997396410553
731,678,2,7751,0.6793986224025128,0.9873686911090747,0.3079700687065618,0.3432805125157815,2387.0760025445607,Sollentuna Apotek,Sollentuna kommun,Stockholms,59.428087083784156,17.944953717554252
732,424,9,11849,1.2682234844207174,1.4686132963479437,0.20038981192722627,0.41261636676380514,2374.418881525704,Kronans Apotek Askim Datavägen,Göteborgs kommun,Västra Götalands,57.6402034936857,11.953202887480957
733,1236,92,2977,3.676869511121324,4.473683725434454,0.7968142143131303,1.3035797827335087,2372.115916010189,Kronans Apotek Tanumshede,Tanums kommun,Västra Götalands,58.72466205813846,11.324777072344046
734,1162,70,3435,2.7876455371023514,3.472000188957565,0.684354651855214,1.23147104982354,2350.7582291226604,Apoteket Flöjtskeppet,Strömstads kommun,Västra Götalands,58.94716988614869,11.192503553025764
735,1029,30,24462,1.6094640504039162,1.7055515343478453,0.09608748394392959,0.1629961836753968,2350.4920322364055,Apotek Hjärtat Tyresö Centrum,Tyresö kommun,Stockholms,59.24399589091939,18.229107990198788
736,586,11,5645,1.9259261433048407,2.3407528731646847,0.41482672985984426,0.6769566045674666,2341.696890058821,Apoteket Syrenen,Gävle kommun,Gävleborgs,60.677820339623544,17.117899589611746
737,617,124,5335,5.18381499955739,5.622510511480281,0.4386955119228908,0.7710430339002454,2340.4405561086223,Apoteket Ugglan EA,Enköpings kommun,Uppsala,59.62929915522,17.06890683713923
738,455,1,4378,0.3052728286473804,0.8392950464686452,0.5340222178212648,0.5340222178212648,2337.9492696214975,Kronans Apotek Göteborg Gamlestan,Göteborgs kommun,Västra Götalands,57.72995652667636,12.013887005209538
739,824,93,4329,5.313363695564391,5.8525375727588225,0.539173877194432,1.0865534898144347,2334.0837143746962,Kronans Apotek Visby,Gotlands kommun,Gotlands,57.635258373523506,18.327296289159868
740,980,1,5032,0.26740920738551544,0.7300807516973659,0.4626715443118504,0.4626715443118504,2328.1632109772313,Apotek Hjärtat ICA Maxi Solna,Solna kommun,Stockholms,59.358418619118225,17.98058900533521
741,1069,3,11568,0.787568374022936,0.9888002874903932,0.20123191346745703,0.6717035664304585,2327.850774991543,Kronans Apotek Västberga,Stockholms kommun,Stockholms,59.29360418180659,18.00474329593444
742,838,1,6734,0.5062562396839677,0.8508827206119242,0.34462648092795645,0.34462648092795645,2320.7147225688586,Apotek Hjärtat Helsingborgs Lasarett,Helsingborgs kommun,Skåne,56.04653075469473,12.704337631312844
743,510,1,10786,0.3820315644435773,0.5967522208471304,0.21472065640355317,0.2147206564035532,2315.9769999687246,"Apoteksgruppen Hägersten, Telefonplan",Stockholms kommun,Stockholms,59.29868006242085,17.997003781135838
744,843,1,3913,0.20634699824817182,0.7940469771508802,0.5876999789027084,0.5876999789027084,2299.670017446298,Apotek Hjärtat Skånes Universitetssjukhus Lund,Lunds kommun,Skåne,55.712501832577395,13.196597004775347
745,234,90,5256,2.337155994724442,2.772547353283737,0.4353913585592943,0.5908719006297787,2288.416980587651,Apoteket Björnen,Kristinehamns kommun,Värmlands,59.30553231802212,14.098880456920186
746,1182,32,3339,2.277507800568179,2.9621421580815097,0.6846343575133305,1.263105703311226,2285.9941197370104,Apotek Hjärtat ICA Maxi Visby,Gotlands kommun,Gotlands,57.62385081313755,18.322532689851496
747,837,67,7533,4.3474559504684525,4.646425254531451,0.29896930406299904,0.7591551700048529,2252.135767506572,Apotek Hjärtat Mälarsjukhuset Eskilstuna,Eskilstuna kommun,Södermanlands,59.3633926460419,16.535857411723494
748,500,116,5022,3.4472958613037483,3.8947321677497557,0.4474363064460075,0.7651529595584163,2247.0251309718496,Apoteket Hagatorget,Söderköpings kommun,Östergötlands,58.480763015003916,16.32268310171189
749,705,2,7935,0.6405260949774397,0.9230619729372086,0.282535877959769,0.4235571315421797,2241.9221916107667,Kronans Apotek Enskededalen,Stockholms kommun,Stockholms,59.28511059052273,18.093407117058156
750,356,63,10082,1.911799963081827,2.1341270925208535,0.22232712943902638,0.25759720430141897,2241.502119004264,Apoteket Kronan,Motala kommun,Östergötlands,58.536701661029696,15.03879964583908
751,1274,21,10773,1.4760491155145572,1.6833271789547628,0.20727806344020552,0.3836054992417314,2233.0065774413342,Apotek Hjärtat ICA Maxi Universitetet Örebro,Örebro kommun,Örebro,59.25245187803928,15.230733653117605
752,638,5,6291,0.7775830881736706,1.130391965288244,0.35280887711457315,0.6537021141830712,2219.5206459277797,Apoteket Viggen,Lidingö kommun,Stockholms,59.36318942283133,18.123366045748014
753,1381,205,2376,10.637500251832112,11.571252555560035,0.933752303727923,1.3063470866170803,2218.595473657545,Tanum Shoppingcenter,Tanums kommun,Västra Götalands,58.722416996859714,11.346963790988298
754,1124,4,5307,0.6148211387184109,1.030704752319149,0.41588361360073817,0.9230648685024939,2207.0943373791174,Apoteket Kulan,Karlskoga kommun,Örebro,59.3257737220118,14.523514712060205
755,22,4,3052,0.33098158181385107,1.0532660054845957,0.7222844236707446,0.8201744636518596,2204.4120610431128,ICA Kvantum Örebro,Örebro kommun,Örebro,59.247026436840244,15.166934831994162
756,78,4,17313,0.9489387189694843,1.0756177343540545,0.1266790153845699,0.41339165838950165,2193.193793353059,Apotek Hjärtat Focus Gårda Affärscentrum,Göteborgs kommun,Västra Götalands,57.69809924559901,11.99319424071589
757,301,87,16243,3.2782856904176687,3.412111886615765,0.13382619619809627,0.18893378563351093,2173.7389048456776,"Apoteksgruppen Örebro, Eurostop",Örebro kommun,Örebro,59.297300286057535,15.203296518872186
758,189,1,7670,0.7173852719579328,1.000031396231275,0.2826461242733421,0.2826461242733421,2167.895773176534,Apotek Hjärtat Luthagen Uppsala,Uppsala kommun,Uppsala,59.86125551666581,17.626937086186775
759,1120,5,5277,0.513724562182665,0.924355045455567,0.4106304832729021,0.5054619899357096,2166.897060231104,Apoteket Bojorten,Kristinehamns kommun,Värmlands,59.30780786112006,14.108515467129417
760,431,79,9117,1.9529940592965909,2.1874244119095896,0.23443035261299872,0.3586512009310141,2137.3015247727094,Apoteket Lönnen,Svedala kommun,Skåne,55.50889649846509,13.237196027945414
761,112,30,7446,1.0246418377581974,1.3113425304368405,0.28670069267864295,0.4408893088540482,2134.7733576851756,Apotek Hjärtat Guldvingens Vårdcentral Lidköping,Lidköpings kommun,Västra Götalands,58.49499926689329,13.168504414612695
762,404,112,11122,2.908198512060734,3.0995480734295016,0.19134956136876774,0.29416790967812023,2128.189821543435,Apoteket Lejonet,Vetlanda kommun,Jönköpings,57.426196920642546,15.08519321099894
763,1401,2,25262,0.5161263042214371,0.6003482519698131,0.08422194774837595,0.1828626848883732,2127.6148440194734,Råsunda Apotek,Solna kommun,Stockholms,59.36455759851437,17.99424242820457
764,1397,1,24630,0.26007347012684606,0.34556530991217227,0.0854918397853262,0.0854918397853262,2105.6640139125843,Kronans Apotek Stockholm Odenplan,Stockholms kommun,Stockholms,59.343221222315506,18.050172478822127
765,1369,21,7407,1.0630342522626164,1.3461667210772188,0.2831324688146024,0.5667644140705699,2097.16219650976,Stora Coop 01-5430 Tumba,Botkyrka kommun,Stockholms,59.19904102741135,17.845144519075316
766,173,6,1844,0.777194610268096,1.9072478201741423,1.1300532099060463,1.3864681857005516,2083.818119066749,Apotek Hjärtat Sundsvalls Sjukhus,Sundsvalls kommun,Västernorrlands,62.40845207234961,17.306646860300628
767,612,45,9453,2.0573646771608116,2.276506022780624,0.21914134561981238,0.35576337407786174,2071.5431401440865,Apoteket Tybble VC,Örebro kommun,Örebro,59.25430027014972,15.236602928594992
