criticality_rank,nearest_pharmacy_id,n_grid_squares,population_served,mean_dist_to_1st_km,mean_dist_to_2nd_km,mean_extra_distance_km,max_extra_distance_km,person_km_impact,namn,kommun,lan,lat,long
453,1393,20,13785,1.1594685909307005,1.8121193519210677,0.6526507609903672,0.8457844473427372,8996.790740252212,Kronans Apotek Jönköping Munksjöstaden,Jönköpings kommun,Jönköpings,57.77108083941842,14.156207907556428
454,59,10,14957,0.8949720587137011,1.4959474314889054,0.6009753727752044,1.2210462311442896,8988.788650598732,Apotek Hjärtat Nockeby Torg Bromma,Stockholms kommun,Stockholms,59.32910400070435,17.928799222185354
455,1286,7,13011,0.9742260502558004,1.662699721789533,0.6884736715337325,1.2175528846790236,8957.730940325393,"Apoteksgruppen Sollentuna, Helenelund",Sollentuna kommun,Stockholms,59.41048163262191,17.96330757498127
456,460,6,13323,0.7564961899717468,1.4282507926403791,0.6717546026686325,1.13340574960614,8949.78657135419,"Apoteksgruppen Solna, Bergshamra torg",Solna kommun,Stockholms,59.38132983863661,18.03601942177251
457,254,1,11318,0.058007722011857193,0.8482938708521901,0.7902861488403328,0.7902861488403328,8944.458632574886,"Apoteksgruppen Göteborg, Amund Grefwegatan",Göteborgs kommun,Västra Götalands,57.69293656769792,11.971567487288214
458,188,5,18079,0.6217474343569998,1.114854307608969,0.4931068732519695,0.7320814192349454,8914.879161522356,Apotek Hjärtat Heidenstamstorg Uppsala,Uppsala kommun,Uppsala,59.877446733799694,17.647034055976548
459,555,6,20185,0.9186796128110342,1.3596093925857526,0.44092977977471864,0.8217351345550814,8900.167604752696,Kronans Apotek Hisings Backa,Göteborgs kommun,Västra Götalands,57.75043684448944,11.982693788070934
460,1176,8,11753,0.8526939374685053,1.6082931850285938,0.7555992475600882,1.2984749276142342,8880.557956573717,"Apotek Norsborg, Fittja centrum",Botkyrka kommun,Stockholms,59.248662079645435,17.860596070883624
461,13,122,7247,4.6504496781470035,5.872561558826907,1.222111880679904,1.5966500887093122,8856.644799287265,ICA Kvantum Klippan,Klippans kommun,Skåne,56.1332250460183,13.157107547896047
462,325,203,8745,4.089201412477653,5.097565508654077,1.0083640961764242,1.2670804907083184,8818.14402106283,"Apoteksgruppen Gnesta, Marieströmsgatan",Gnesta kommun,Södermanlands,59.0474695830992,17.30990896407544
463,466,68,14243,2.8080218975856277,3.420835297256482,0.6128133996708544,0.9461879724858373,8728.301251511979,"Apoteksgruppen Falun, Norslund-Origo",Falu kommun,Dalarnas,60.59919810131995,15.665567094841801
464,428,47,9464,1.266475767429868,2.18514275052954,0.9186669830996721,1.4341989528531072,8694.264328055297,Apoteket Lärkan,Karlskoga kommun,Örebro,59.31535012252906,14.50493419800565
465,1030,1,15871,0.14239681542573973,0.6837617429700309,0.5413649275442911,0.5413649275442911,8592.002765055444,Apotek Hjärtat Linnégatan Göteborg,Göteborgs kommun,Västra Götalands,57.69279617089639,11.952998729282577
466,1251,38,15167,1.7613362013965048,2.32748175507294,0.5661455536764354,0.7824361478664332,8586.729612610496,Apoteket Gode Herden,Södertälje kommun,Stockholms,59.203829075910626,17.592239786981857
467,1160,8,7739,0.3355287150255428,1.4442812392858781,1.1087525242603355,1.1357522665651643,8580.635785250737,Klostergårdens Apotek,Lunds kommun,Skåne,55.69318079745823,13.180223321746183
468,462,5,20115,0.7451701629288748,1.171328364828712,0.4261582018998372,0.5764019663485804,8572.172231215225,Kronans Apotek Wieselgrensplatsen 5,Göteborgs kommun,Västra Götalands,57.721602779594036,11.937003370088023
469,315,65,13010,3.5111104760979504,4.162849176078631,0.6517386999806812,1.4587222806330553,8479.120486748663,"Apoteksgruppen Örebro, Haga centrum",Örebro kommun,Örebro,59.27536223374942,15.164617025305015
470,253,3,9877,0.5205358589642766,1.3599490985113358,0.8394132395470594,1.1296323958832,8290.884567006306,Apoteket Duvan,Stockholms kommun,Stockholms,59.33885029333686,17.939717786398624
471,9,24,8897,1.5484744191603141,2.476255161381495,0.9277807422211809,1.2481196286332874,8254.465263541846,ICA Kvantum Nacksta,Sundsvalls kommun,Västernorrlands,62.391782436904144,17.26300789372099
472,257,3,8170,0.5259788424691235,1.5299175458820526,1.0039387034129295,1.1585159458662373,8202.179206883633,"Kronans Apotek Linköping, Berga centrum",Linköpings kommun,Östergötlands,58.392216595741885,15.643284239968867
473,1125,88,10511,2.8011814230972543,3.5756824636682714,0.7745010405710173,1.2378832753039015,8140.780437441963,Apotek Hjärtat ICA Kvantum Skellefteå,Skellefteå kommun,Västerbottens,64.75579944044804,20.91700352442444
474,334,83,14982,2.8384570259673647,3.3672918862340473,0.5288348602666827,0.8478346600030751,7923.0038765154395,Apoteket Kronan,Falköpings kommun,Västra Götalands,58.160802953532,13.55579161153679
475,731,6,14991,1.0550889178849017,1.58350838639095,0.5284194685060483,0.8925910480401759,7921.536252374169,Kronans Apotek Stuvsta,Huddinge kommun,Stockholms,59.25321995860834,17.997360230723896
476,79,4,22397,0.7595471290369871,1.1099036939704736,0.3503565649334866,0.4599944618499434,7846.935984815299,Apotek Hjärtat Markmyntsgatan Göteborg,Göteborgs kommun,Västra Götalands,57.671000216703085,11.928106719073655
477,275,152,2995,8.470708968608685,11.087274508676915,2.6165655400682297,5.166794563146196,7836.613792504348,"Apoteksgruppen Arlanda flygplats, Sky city",Sigtuna kommun,Stockholms,59.649202936760176,17.92906885626413
478,1132,9,13404,1.4548354283868736,2.039305154720909,0.5844697263340355,1.2146125458708406,7834.232211781412,DOZ Apotek Enebyberg,Danderyds kommun,Stockholms,59.432628378577306,18.03887046645288
479,1356,33,5650,1.5977242437131987,2.9609200591242244,1.3631958154110257,2.329249623670901,7702.056357072295,ICA Kvantum Lerum,Lerums kommun,Västra Götalands,57.75096284918186,12.245499523319822
480,1348,85,6861,2.6864466377903145,3.807653385705962,1.1212067479156476,2.0631405606302664,7692.599497449258,Kronans Apotek Norremark,Växjö kommun,Kronobergs,56.90286485546718,14.83160942934982
481,1189,32,6248,2.837679845779085,4.0613191681161185,1.2236393223370337,1.7206812206166973,7645.298485961786,Apotek Hjärtat ICA Maxi Trelleborg,Trelleborgs kommun,Skåne,55.373923910192886,13.130626503660169
482,283,4,12419,0.5173946344716699,1.1313000492091356,0.6139054147374656,0.8287919725354383,7624.091345624586,Apoteket Gasellen,Stockholms kommun,Stockholms,59.30420149758338,17.974891857479378
483,1335,54,11053,1.2612911424621482,1.9479529102396678,0.6866617677775194,1.1995758956332896,7589.672519244922,Apoteket Granngården,Trollhättans kommun,Västra Götalands,58.26186964463297,12.297269924042867
484,1225,76,7798,2.96264496439557,3.935567519440661,0.9729225550450907,2.299578790940463,7586.850084241618,Kronans Apotek Bollnäs,Bollnäs kommun,Gävleborgs,61.368770983467435,16.391754058060215
485,978,154,9190,3.568287758538805,4.390723735484015,0.8224359769452104,1.4843245297399736,7558.186628126484,Apotek Hjärtat ICA Maxi Motala,Motala kommun,Östergötlands,58.557332935390896,15.034336988761776
486,478,84,11175,3.6289172224946595,4.288767266195568,0.6598500437009085,1.421456611672193,7373.824238357653,Silverskatten Apotek,Sigtuna kommun,Stockholms,59.62848450627415,17.71930938125045
487,641,5,13447,0.7540114197904155,1.3016586368307808,0.5476472170403653,0.7332470100505619,7364.212127541793,Apoteket Vingen,Västerås kommun,Västmanlands,59.609227815707996,16.575809278085654
488,163,43,10723,1.8106394759034121,2.4951474021668054,0.6845079262633936,1.2549794253252893,7339.97849332237,Apotek Hjärtat Elins Esplanad Skövde,Skövde kommun,Västra Götalands,58.40509841151604,13.857994578926135
489,1285,97,9514,2.130915165783228,2.901509374279811,0.770594208496583,1.119586377955554,7331.433299636491,HagaApotek,Alingsås kommun,Västra Götalands,57.93871400770103,12.519344642697
490,718,5,15817,0.7063900638669413,1.165027583253549,0.4586375193866077,0.9928179520282888,7254.269644137974,Kronans Apotek Gävle Södertull,Gävle kommun,Gävleborgs,60.66614070181146,17.150244110208
491,1215,3,21409,0.6752941811087992,1.013292093507732,0.3379979123989327,0.6325993752285164,7236.197306548749,Kronans Apotek Willys Rissne,Sundbybergs kommun,Stockholms,59.37964213291241,17.94784655399867
492,1334,5,10535,0.8459395668447189,1.532307987163702,0.686368420318983,1.3334607405274803,7230.891308060486,Kronans Apotek Norra Djurgårdsstaden,Stockholms kommun,Stockholms,59.358419233081015,18.090505768476877
493,768,120,7521,3.7765572208780522,4.729857421400948,0.9533002005228959,1.5954850616812095,7169.7708081327,Kronans Apotek Mariestad Vårdcentral,Mariestads kommun,Västra Götalands,58.7053097660582,13.796195804870019
494,90,2,13941,0.5090523198948369,1.0183648495539224,0.5093125296590855,0.5349481486641839,7100.32597597731,Apotek Hjärtat Västertorps Centrum Hägersten,Stockholms kommun,Stockholms,59.294101612635295,17.96700035226726
495,1183,71,10167,3.779750271834511,4.472125320057073,0.6923750482225622,0.8485483565864625,7039.37711527879,Kronans Apotek Kiruna,Kiruna kommun,Norrbottens,67.84464358215584,20.25480117048362
496,230,4,7311,0.5381533167292081,1.5007469763137085,0.9625936595845005,1.0755743076633761,7037.522245222283,Apoteket Björken,Karlstads kommun,Värmlands,59.39169907048999,13.51660496481595
497,69,85,7841,4.458771761966625,5.353920435972078,0.8951486740054531,1.1762433531601943,7018.860752876757,Apotek Hjärtat Bergslagssjukhuset Fagersta,Fagersta kommun,Västmanlands,59.99639656295633,15.809299340790732
498,4,219,15942,4.990689356451147,5.430932812005386,0.4402434555542379,0.6089639833435125,7018.36116844566,Maxi ICA Stormarknad Karlshamn,Karlshamns kommun,Blekinge,56.1957019923151,14.843905759549555
499,28,191,13089,3.622116885202929,4.156944412092677,0.5348275268897476,1.0108332164963993,7000.357499459906,Maxi ICA Stormarknad Älmhult,Älmhults kommun,Kronobergs,56.55699930937409,14.146468267152175
500,829,52,10508,1.2998340896028904,1.9615421227705545,0.6617080331676644,1.080391262640869,6953.228012525818,Kronans Apotek Värnamo,Värnamo kommun,Jönköpings,57.18479655357073,14.039395717947958
501,744,116,9949,3.55273630766866,4.249966727938065,0.6972304202694044,1.198757968952859,6936.745451260304,Kronans Apotek Karlstad Kronoparken,Karlstads kommun,Värmlands,59.40699728341419,13.579004199358094
502,739,26,18448,1.4693009381799322,1.8419428143821654,0.37264187620223294,0.4855064714054296,6874.497332178793,Kronans Apotek Hälsans Vårdcentrum,Jönköpings kommun,Jönköpings,57.77973642508778,14.159688621862058
503,795,18,10135,1.331724020822943,2.0091267104387742,0.6774026896158312,1.3182310597381561,6865.476259256449,Kronans Apotek Skönsberg Vårdcentral,Sundsvalls kommun,Västernorrlands,62.400679398977864,17.34030871714327
504,105,27,6306,1.3810228542635812,2.468534248088391,1.0875113938248102,1.857808256573092,6857.846849459253,Apotek Hjärtat Kungsängens Centrum,Upplands-Bro kommun,Stockholms,59.47840175616478,17.751523306322856
505,1045,265,3866,9.420267344975779,11.192091799330365,1.7718244543545867,2.85264021575135,6849.873340534832,DOZ Apotek Ljungby,Ljungby kommun,Kronobergs,56.814341307120685,13.90724733157502
506,611,4,17423,0.8550833544610188,1.2469540870656242,0.39187073260460525,1.065803573297069,6827.5637741700375,Apoteket Tussilagon,Stockholms kommun,Stockholms,59.278197208595174,18.065807919647174
507,317,3,14776,0.4772106268933736,0.9247989374282777,0.447588310534904,0.45733890396557503,6613.564876463742,"Apoteksgruppen Stockholm, Gärdet",Stockholms kommun,Stockholms,59.34803228856286,18.10254678812933
508,491,16,8902,0.9302887029246166,1.672032193460248,0.7417434905356314,1.0157903566805206,6603.000552748191,"Apoteksgruppen Upplands Väsby, Runby",Upplands Väsby kommun,Stockholms,59.52061790137294,17.893232638804697
509,896,5,6630,0.5914783165426716,1.5865806662104656,0.995102349667794,1.0968627181237145,6597.528578297474,Apoteksgruppen Ladugårdsängen,Örebro kommun,Örebro,59.25204088945284,15.196627033115892
510,1140,7,8685,0.5741228877180489,1.3331624596070766,0.7590395718890278,0.8317626956511232,6592.258681856207,"Apoteksgruppen Uppsala, Årsta",Uppsala kommun,Uppsala,59.86600246192877,17.685107118694567
511,498,7,13097,0.9488878911885594,1.4504548715411405,0.5015669803525812,1.1610237273705437,6569.022741677755,Apotek Hjärtat Knalleland Borås,Borås kommun,Västra Götalands,57.716289780015025,12.919049347699508
512,93,2,11751,0.5248709063329983,1.0826022555167991,0.5577313491838009,0.6801827718783425,6553.901084258843,Apotek Hjärtat Kärrtorp,Stockholms kommun,Stockholms,59.28409692228892,18.113301602944663
513,1081,8,10647,1.193394600604146,1.808761331652105,0.6153667310479589,1.2489975928016552,6551.8095854676185,Apotek Björknäs,Nacka kommun,Stockholms,59.31588749520983,18.228949484082687
514,651,4,6368,0.6505830383672765,1.6727795171185191,1.0221964787512425,1.459947358423516,6509.347176687913,"Kronans Apotek Karlstad, Våxnäs centrum",Karlstads kommun,Värmlands,59.38490170178097,13.463205040676197
515,45,215,13647,4.013624088284742,4.488782648229047,0.4751585599443048,0.9141079890889645,6484.488867559928,Apotek Hjärtat Torget Arvika,Arvika kommun,Värmlands,59.654498822994185,12.592392199181262
516,33,26,9142,1.1800829766317833,1.8876758025089648,0.7075928258771815,1.523924678727311,6468.813614169194,Brunnshögs Apotek,Lunds kommun,Skåne,55.72066274415891,13.233749251042676
517,394,64,7265,1.945810023060551,2.8353672047717278,0.8895571817111764,1.176621671157382,6462.6329251316965,Apoteket Lejonet,Fagersta kommun,Västmanlands,60.005099028879044,15.797300274418971
518,459,3,11209,0.8085625947595176,1.3850634141571656,0.5765008193976481,0.6390590444704809,6461.997684628237,Kronans Apotek Göteborg Mariaplan,Göteborgs kommun,Västra Götalands,57.68719859549218,11.920794159957444
519,847,178,15021,6.545965604629756,6.976023217538329,0.43005761290857375,0.9143171521480074,6459.895403499686,Apotek Hjärtat Nyköpings Lasarett,Nyköpings kommun,Södermanlands,58.75972922163104,16.995396398278388
520,853,61,14875,1.1362573926050783,1.5688641532954304,0.4326067606903522,0.7160476231908168,6435.025565268989,Apotek Hjärtat Trelleborgs Lasarett,Trelleborgs kommun,Skåne,55.3804851317856,13.161461410518164
521,111,14,12182,1.5258180099338547,2.041502093545674,0.5156840836118187,0.7226201062756621,6282.063506559175,Apotek Hjärtat Lidingö Centrum,Lidingö kommun,Stockholms,59.36572912872471,18.135113507978296
522,144,4,13424,0.596287710497996,1.0633899035445311,0.467102193046535,0.4954381436848836,6270.379839456686,Alby Apotek Norsborg,Botkyrka kommun,Stockholms,59.23789705678752,17.845453727203232
523,471,202,14761,4.334045535130537,4.758613504771127,0.42456796964058885,0.6930875490076795,6267.047799864732,Apoteket Näckrosen,Lidköpings kommun,Västra Götalands,58.508259292716524,13.146013123522707
524,1174,128,6319,3.3198920532397054,4.296275111709341,0.9763830584696358,1.621760853110116,6169.764546469629,Apotek Hjärtat ICA Maxi Hudiksvall,Hudiksvalls kommun,Gävleborgs,61.74275059363964,17.116138805513362
525,1300,83,5762,2.263157182307443,3.3326897526419224,1.0695325703344793,2.44923921505103,6162.64667026727,Maxi ICA Stormarknad Bollnäs,Bollnäs kommun,Gävleborgs,61.33931572059223,16.396577551957662
526,1346,51,9768,3.1632021820558096,3.7835333819640953,0.6203311999082856,1.275857303982511,6059.395160704134,Apotek Hjärtat ICA Maxi Östersund,Östersunds kommun,Jämtlands,63.19227496040945,14.650847154577596
527,1311,37,11006,1.4665657751681582,2.0120221826467857,0.5454564074786273,0.8950375179923034,6003.293220709773,Apotek Brunnsäng,Södertälje kommun,Stockholms,59.21127764058444,17.63201854933472
528,765,62,6286,4.284478113487149,5.236898766398376,0.9524206529112265,1.6215139593945338,5986.916224199969,Kronans Apotek Malmheden,Gällivare kommun,Norrbottens,67.14930138146133,20.658943568278545
529,1332,36,8689,2.2217630336847054,2.901143563753997,0.6793805300692919,1.072161001364961,5903.137425772077,Strängnäs Apotek,Strängnäs kommun,Södermanlands,59.36611723584454,17.025105984072653
530,1377,4,12759,0.6661950343302229,1.1260432542177012,0.4598482198874785,0.596458564501781,5867.203437544338,Multihuset Limhamn,Malmö kommun,Skåne,55.587169789223616,12.927269331000588
531,839,11,6140,1.5846201734808254,2.5321705244592514,0.9475503509784261,1.6815123371839245,5817.9591550075365,Apotek Hjärtat Blekingesjukhuset Karlskrona,Karlskrona kommun,Blekinge,56.18225139637339,15.605539646334323
532,437,27,5638,0.9456913047880044,1.9761617451994855,1.0304704404114808,1.6624060133995564,5809.792343039929,Apoteket Marieberg,Motala kommun,Östergötlands,58.53979708356324,15.000704261013276
533,1368,6,9517,0.6414641778232327,1.2507800726662888,0.609315894843056,1.2754613146394944,5798.859371221364,Apotek Nacka Kvarnholmen,Nacka kommun,Stockholms,59.31630769943932,18.139752552645906
534,328,3,15651,0.5960359996499544,0.9595030635692061,0.36346706391925176,0.4589458398421623,5688.623017400209,Apoteket Korpen,Göteborgs kommun,Västra Götalands,57.71449601968583,11.997107253383723
